likes,body,time
13,"Добро пожаловать в новую группу 
[club174587735|FOX МУЛЬТ]

Полные серии, прикольные нарезки, прямые эфиры и конечно угарные мемы из наших любимых мультфильмов, Симпсонов, Гриффинов, Рика и Морти и многих других! По Мему стабильно в час! Конкурсы каждую неделю!",1576267609
346,Как вам моя работа?),1576267539
16,"Хочешь зарабатывать на инсте? 
Заходи ➡➡ https://vk.cc/a1jsJe
Заходи ➡➡ https://vk.cc/a1jsJe",1573679808
335,,1570685786
1828,"Любое ваше действие, гораздо лучше бездействия.",1560751204
4545,"Чтобы выжить в нашем времени нужно убить в себе человека, и выпустить наружу психа, живущего в тебе.",1551676385
2999,"Порядок необходим глупцам, гений же властвует над хаосом.",1551676372
1595,Меня ещё не забыли? Ха-Ха-Ха...,1542969981
1394,"Леди Джокер

 Художница Tiya Li",1542795900
2459,"Кто лучший?

Но помни, я буду мстить.",1542781500
1334,"У меня нет желания быть жестоким, но у меня есть желание воткнуть нож в...",1542763473
2967,"Имей больше, чем показываешь, говори меньше, чем знаешь.",1531594801
2851,"Будьте внимательны к своим мыслям, они — начало поступков.",1531587602
2082,Большинство битв вы проигрываете в собственной голове.,1531576802
1554,Жизнь вынуждает нас делать многие вещи добровольно.,1531562403
2228,"Человек должен быть писателем своей судьбы, а не читателем чужой.",1531551603
2073,"Я не псих, я просто вижу людей насквозь и понимаю их сущность.",1531544403
2528,Хочешь быть счастливым - не ройся в памяти.,1531533600
1332,"Любое ваше действие, гораздо лучше бездействия.",1531519200
1457,"Никто не паникует, когда все идет согласно плану. Даже если план чудовищен.",1531508403
1996,"Я не стараюсь никого удивить, я лишь делаю то, что мне нравится.",1531501204
2747,"Улыбка – идеальная иллюзия. 
Никто и никогда не узнает, что под ней скрывается.",1531490405
770,"Судите дело, а личность откиньте, что вам до нее",1531476007
1816,"Каждому человеку, которому ты даришь доверие, ты даешь в руки нож. Им он может тебя защитить или уничтожить.",1531465207
1378,"Чем больше узнаю людей, тем больше люблю себя.",1531458007
936,"Все эти проблемы, которые тебя волнуют - следствия дебильных сказок, которые ты сам себе напридумывал и никак не можешь разбить эти убеждения.",1531447202
854,"Твое лицо, когда к тебе обращаются с просьбой ""скажи мне, только честно...""",1531432801
857,"Все любят делать то, что умеют...",1531162803
1378,Одна из самых главных проблем 21 века — никто не умеет признавать свою вину.,1531155604
1481,"Если вас не любят люди - это не значит, что вы плохой. Просто вы не так ""удобны""для них.",1531144805
1472,"Особый талант - говорить спокойно, когда хочется кричать.",1531130406
1327,"Возможно, ты и начнешь жизнь с чистого листа, только вот почерк у тебя будет прежний...",1531119608
814,"Не страшно, что вы зашли в тупик, страшно, что вы не пытаетесь выбраться.",1531112406
895,"Почему, когда я предлагаю кого-нибудь убить, все воспринимают это как шутку?",1531101601
661,"— Я знал как начнётся этот день. 
— А как закончится, знаешь?",1531087201
1164,"Предательство нельзя прощать, а иначе люди будут предавать тебя постоянно.",1530813605
936,"Я никогда не напомню вам о том, что вы сделали со мной. Но я никогда и не забуду этого.",1530802807
1359,Одиночество сделает тебя сильнее. Слезы сделают тебя храбрее. Разочарование сделает тебя мудрее.,1530792008
903,"Не возвращайтесь к людям, которые вас предали, они того не стоят.",1530781210
1199,"Мне плевать на ваше мнение обо мне, я таков, каков я есть!",1530759604
1069,"Никогда не лги тому, кто тебе доверяет.",1530640805
809,"Есть вещи о которых я постоянно думаю, но никогда не произнесу в слух.. в психушку ведь упекут!",1530630006
650,"Не жалейте о своих ошибках, но учитесь на них.",1530619206
532,"Нерешительность хуже, чем неверное решение.",1530608408
736,"Если ты не научишься управлять собой, тобой будут управлять другие.",1530586804
829,"За улыбку платим слезами, за радость – грустью, за веру – отчаянием, за любовь – одиночеством. У жизни свои расценки.",1530554405
914,"В жизни я слышал многое — клятвы, обещания, комплименты, но лучшее, что я слышал — тишина. В ней нет лжи.",1530543607
821,"Разница в возрасте конечно бывает, но она ничтожна по сравнению с разницей в уме.",1530532806
640,"Люби своих врагов, хотя бы ради того, чтобы действовать им на нервы.",1530522008
704,"Любой твой шаг может изменить жизнь… Вопрос лишь в том, куда ты решишь этот шаг сделать",1530500403
969,"Порой, эти люди говорят мне, что я глуп - я не реагирую. Порой они говорят, что я никчёмен - я не реагирую. А порой они говорят, что они лучше меня - и вот тут я начинаю смеяться.",1529949604
614,"Займите себя чем-то, что приносит Вам удовольствие. Это самое дешевое лекарство на земле — и одно из самых эффективных.",1529938805
707,Каждый имеет право на своё безумие.,1529924406
682,"Дайте человеку цель, ради которой стоит жить, и он сможет выжить в любой ситуации.",1529910008
1041,"Да, у меня много недостатков. Простите меня, идеальные люди.",1529895603
928,"Я отвечаю за то, что говорю, но не отвечаю за то, что вы слышите.",1529694001
558,"Жалеть надо не о том, что вы сделали, а о том, на что не хватило патронов.",1529686801
605,Для каждого события есть свой час.,1529676001
552,"Красота может и спасет мир. 
Но кто сказал, что речь идет о внешности?",1529661602
653,Самый редкий вид дружбы – это дружба с собственной головой.,1529650802
648,"Честные враги лучше, чем фальшивые друзья",1529643601
611,"Если к тебе кто-то добр, то не играй на его чувствах. Жизнь чрезвычайно мстительна.",1529632800
1019,"- Давай сыграем в прятки навсегда ? 
- Это как? 
- Ты исчезнешь из моей жизни и я тебя никогда не найду. И ты выиграешь, и мне приятно.",1529618400
719,"Я не нравлюсь многим, лишь по одной причине, у меня есть собственное мнение.",1529607601
512,"Безразличие на мнение окружающих, обеспечивает спокойную и счастливую жизнь.",1529600402
466,Главное — верить в себя. Мнение окружающих меняется ежедневно.,1529589601
666,"Самый опасный человек - это тот, у кого нет эмоций",1529575202
444,"Люди молчат там, где нужно сказать, и говорят там, где нужно помолчать.",1529564402
561,"Когда тебя предает близкий человек, кажется, что ты упал с десятого этажа, но выжил.",1529557202
388,Выбор есть всегда и выбор есть у каждого,1529546400
602,Мое сердце занято – оно гоняет кровь по организму,1529532000
564,"Я не псих, я сознательно не в себе.",1529521200
461,Всегда выбирайте самый трудный путь - на нем вы редко встретите конкурентов.,1529514001
572,"Поживу - увижу, доживу - узнаю, выживу - учту.",1529503201
572,"Если вам кажется, что у меня опустились руки - вы ошибаетесь. Я просто наклонился за монтировкой",1529488801
400,Сны - это зеркало самых больших страхов и самых сильных соблазнов.,1529478001
449,"Если волк съел твоего врага, это не значит, что он стал твоим другом.",1529470801
459,"Я не пытаюсь быть лучшим. Я умею быть самим собой, а это лучше.",1529460000
512,"Злость - это состояние, в котором язык работает быстрее мозга",1529445600
425,"«Изменился» — это чушь. Люди лишь все больше становятся теми, кто они есть.",1529434800
462,"Не давай второй шанс, пусть ценит с первого.",1529427601
312,"Бывает жизнь, когда лучшее, что есть в ней, – это сон.",1529416801
388,"Почему, когда я предлагаю кого-нибудь убить, все воспринимают это как шутку?",1529402401
346,"Возможно ты и начнешь жизнь с чистого листа , только вот почерк у тебя будет прежний...",1529391601
415,Ты родился оригиналом — не умри копией!,1529384401
363,"Было время, когда удивляло хамство, теперь удивляет вежливость...",1529373600
492,"Никогда не смейся над теми,у кого ничего нет. 
Ведь ты не знаешь что случиться с тобой завтра.",1529359200
410,Отличный способ избежать предательства - не верить никому.,1529348401
465,"Ты добрый, это хорошо, это по жизни очень пригодится. Другим.",1529341202
383,Нельзя повторить одну ошибку дважды. Во второй раз — это уже не ошибка. Это выбор.,1529330401
413,"Не критикуй поступки другого человека, если не знаешь, почему он их совершил. Возможно, при тех же обстоятельствах ты поступил бы также...",1529316002
277,"-Сдайте своё оружие. Таковы правила. 
-Не давать никому оружие — вот моё правило. 
-Сдайте оружие немедленно! 
-Я могу сдать тебе только пулю.",1529305203
403,Заболеть пофигизмом - единственный способ жить в этом мире.,1529298001
345,Не привыкай и не привязывайся. Придет смерть и ты потеряешь все.,1529287200
233,"Я творю искусство, которое заканчивается смертью. Я первый в мире художник-убийца! Только ваш гробовщик способен оценить это!",1529272800
290,"Время идет, и я не молодею. Итак, что я имею? Бессонницу, бесполезное образование и непонятное будущее, и ни одного полета в космос. Не густо.",1529262001
334,"Я лучше буду наслаждаться манией величия, чем страдать от комплекса неполноценности.",1529254803
390,"— Ты лгал мне! 
— Скажем, я экономил правду.",1529244003
299,"Чем больше свободного времени, тем тупее его проводишь.",1529229603
524,Ангельское терпение требует дьявольской силы.,1529218803
288,"Не волнуйся, ты тоже когда-то сдохнешь.",1529211602
225,Хватит ныть. Сильные такого себе не позволят.,1529200800
270,С завтрашнего дня начинаю новую жизнь. Но это не точно.,1529186400
402,"Самая тяжелая болезнь на свете, это привычка думать по ночам",1529175603
427,"Нам с детства впаривают, что мы без образования никто. Лучше бы впаривали, что мы без собственного мнения никто и ничто.",1529168404
389,"- Вот вы говорите, что зло не нужно помнить... ага, как же, человек старался, а я забуду?!",1529157604
401,"Люди не ценят заботу и беспокойство о них. А вот если послать их в жопу, то они обязательно среагируют!",1529143205
249,Гадкий утенок стал прекрасным лебедем. Но с тобой такое не прокатит...,1529132407
341,— Монстры не спят под твоей кроватью. Они спят в твоей голове.,1529125205
377,Я самый плохой. Я всегда во всем виноват. Я никого не ценю. Я плохо отношусь к вам. Я делаю все не так. Я слышу только себя. Да пошел я.,1529114401
370,"В этой жизни надо жить по принципу: похвали себя сам, помоги себе сам, полюби себя сам. Короче, все сам.",1529100001
316,"В этой жизни можно быть кем угодно. Странно, что многие предпочитают быть идиотами.",1529089201
339,"Почти 50% погибших наcильственной смертью были знакомы со своими убийцами. Мораль: чем меньше людей ты знаешь, тем меньше желающих тебя прикончить.",1529082001
361,"Люди говорят, что ты изменился, когда ты просто перестал вести себя так, как им хочется.",1529071201
278,"Вместо инстинкта самoсохранения, я обошелся чувством юмора и упрямым характером.",1529056801
297,"Лучше пусть меня назовут высокомерным, циничным или даже безумным и скажут, что я слишком высокого мнения о себе, чем я буду сидеть и фальшиво улыбаться людям, которые мне неинтересны и безразличны.",1529046001
306,"Миллионы людей мечтающих о бессмертии, не знают, чем заняться на выходных.",1529038801
253,"Жизнь - это очередь за смертью, а некоторые прутся вне очереди..",1529028000
321,"Молчание — самый громкий крик, потому что он рвет не уши, а сердце.",1529013600
412,Я не люблю объяснять - мои мысли непонятны даже мне.,1529002801
311,Умные люди иногда дурачатся. Дураки постоянно умничают.,1528995602
317,Моя жизнь. Moй выбоp. Мoи oшибки. Мoи уpoки.,1528984801
290,"Пусть лучше меня ненавидят за то, что я такой, какой я есть, чем обожают за то, кем я не являюсь и чего не делаю.",1528970401
446,"Помни, близкий человек может убить тебя с одного удара. 
Он то знает куда бить..",1528959601
255,"Однажды предавший - предаст тебя дважды, однажды солгавший - соврет и еще...",1528952401
327,"Самый опасный человек — это тот, кому нечего терять.",1528941600
352,"Я обожаю сплетни о себе. Вы тратите своё время и силы, обсуждая меня. В то время, как я даже не помню ваших имен.",1528927200
213,Умение прощать — свойство сильных. Слабые не прощают.,1528916401
218,Не позволяйте шуму чужих мнений перебить голос вашего Сердца.,1528909201
241,"Можно вытащить человека из грязи, но нельзя вытащить грязь из человека.",1528898401
340,"Шрамы на теле – видны всем, но не болят. 
Шрамы в душе – о них никто не знает, но они приносят постоянную ужасающую боль.",1528884001
338,"Некоторые люди живы просто потому, что закон запрещает их убивать",1528873202
275,"При разговоре с тобой я ловлю себя на мысли, что пятнадцать лет за убийство - не так уж и много.",1528866001
283,Если тебя ктo-то напрягает - расслабься и забей. Ногами. До смерти.,1528855200
265,Ошибиться может каждый. Признать ошибку – достойный. Попросить прощения – мужественный. Возобновить отношения – сильный.,1528840800
384,"- У тебя есть шрамы? 
- Я полностью ими покрыт. 
- Но я не вижу ни одного?! 
- А ты просто загляни мне в душу.",1528830001
320,"Чтобы выжить в нашем времени нужно убить в себе человека, и выпустить наружу психа, живущего в тебе.",1528812002
327,"Одна из самых важных задач в жизни - найти того, кто смотрит на этот мир так же, как и ты.",1528797602
323,"Человек хорош и прекрасен. Пока его не разбили, не обманули и не растоптали.",1528786803
294,"От смеха еще никто не умирал, кроме тех, кто пошутил неудачно.",1528779602
295,"Улыбайтесь! Это заставляет людей ломать голову, что же у вас на уме.",1528768800
283,"Когда терять нечего, можно рискнуть всем...",1528754400
267,"Сходят с ума только те, у кого он есть.",1528743603
265,"Все люди чем-то похожи. Особенно тем, что я их всех ненавижу.",1528736404
258,Cтo рaз пoмоги – забyдут. Один pаз oткажи – запoмнят.,1528725603
229,"Единственное, что все умеют превосходно — так это бросать слова на ветер...",1528711204
264,"Не знаю, верю ли я в любовь с первого взгляда. Но я точно знаю что есть такие люди, которых с первого взгляда хочется ударить в лицо, ногой.",1528700405
270,"Человек меняется, когда есть для кого.",1528693204
287,Быть как все - значит быть никем.,1528682401
198,"Жизнь имеет смысл только потому, что не бесконечна, и именно смерть делает жизнь такой сладкой.",1528668001
289,"Человек взрослеет тогда, когда способен улыбнуться тому, кто сделал больно.",1528636663
346,"Дайте человеку цель, ради которой стоит жить, и он сможет выжить в любой ситуации.",1528225200
405,Раньше и я был добрым...мне не понравилось.,1528218002
311,"Многие жалуются на свою внешность, но на мозги не жалуется никто.",1528207200
341,"Мы убиваем время, а время убивает нас.",1528192802
392,"Ненавижу, когда мне говорят: ""А что скажут люди?"" 
- Да срать я хотел на них.",1528182002
349,"Помните! Ту боль, что вы причиняли мне, я вам верну вдвойне!",1528174802
341,"Люди, которые много говорят, хотят чтобы их выслушали, а люди, которые постоянно молчат, просто уже не верят, что их поймут.",1528164000
297,Мое сердце занято — оно гоняет кровь по организму.,1528149600
311,"Злой — это как добрый, только без лжи и лицемерия.",1528138803
284,"Люди конечно твари, но вся обида в том, что ты один из них.",1528131602
338,"У каждого поступка есть своя причина. 
Не бывает ничего ""просто так"". Запомните.",1528120802
433,"Вроде как все хорошо, но не очень. Вроде как улыбаешься, но не искренне. Вроде как дышишь, но не совсем. Вроде как живешь, но душа умерла.",1528106404
486,"Никто не бросит пачку денег на улице по собственному желанию, а детей могут. И вы скажите, что этот мир нормальный?",1528095606
323,"Люди называют тебя сумасшедшим, когда ты делаешь то, на что у них никогда не хватило бы смелости",1528088403
233,Я всегда говорю правду и только правду... А вы можете отнестись к ней как пожелаете.,1528077600
240,Страдания ведут человека к совершенству.,1528063200
261,"Если человек тебе не нужен, лучше скажи ему об этом сразу.",1528052404
372,"Даже если ты один против всех - это не значит, что ты не прав.",1528045208
482,"Порой, у самых веселых людей, самая грустная душа.",1528034409
227,В любой ситуации выбор всегда за вами.,1528023455
387,"Мне плевать на мнение людей обо мне, некоторые люди вообще не имеют представление кто я.",1527879601
315,"Ничего плохого нет в том, что умный человек иногда тупит, гораздо хуже, когда тупой постоянно умничает.",1527872403
392,"Те люди, которые ненавидят меня. Знайте, я старался!",1527861602
440,"Театр? Зачем? Меня он и так окружает. Маскарад человеческой лжи, равнодушия. Игра чувствами и судьбами. Пафос. Лицемерие. Спектакль.",1527847202
363,"Нет у меня ни чувств, ни души.
Идите к черту.",1527836403
283,"Чем лучше относишься к людям, тем хуже они относятся к тебе.",1527829202
324,"Когда ты проиграл, просто улыбнись... 
Победитель теряет вкус победы...",1527818400
256,"То, что скажет тебе в лицо твой враг — ничтожно по сравнению с тем, что может сказать твой друг за спиной.",1527804000
229,Ошибиться может каждый. Признать ошибку – достойный. Попросить прощения – мужественный. Простить – сильный.,1527793204
254,Не рискнешь – не добьешься.,1527786005
267,"Мы говорим ""подумаю"", заранее уже зная ответ.",1527775204
267,"Я никогда не напомню вам о том, что вы сделали со мной. Но я никогда и не забуду этого.",1527760807
282,"Кто-то когда-то сказал, что смерть — не величайшая потеря в жизни. Величайшая потеря — это то, что умирает в нас, когда мы живем…",1527750008
278,"Безумец шутит там, где другие рыдают или трясутся от страха.",1527742806
273,"Я отвечаю за то, что говорю, но не отвечаю за то, что вы слышите.",1527732000
209,"Делай для себя, а не для окружающих. Ищи признания в своих глазах, а не в толпе.",1527717600
265,Если умеешь что-то - не делай это бесплатно!,1527704586
315,"Люди не меняются, они лишь на время играют нужную роль ради своих интересов...",1527656407
326,Бойтесь гнева терпеливых.,1527645602
323,"Если сделал ошибку, не ищи оправдания. Сразу же говори: ""Извините, я живу первый раз.""",1527631202
343,"Есть люди, которые много говорят и хотят что-то доказать, а есть люди, которые постоянно молчат, зная, что не стоит что-то кому-то доказывать.",1527361203
380,"Чтобы выжить в нашем времени нужно убить в себе человека, и выпустить наружу психа, живущего в тебе.",1527354004
308,"Я могу сделать абсолютно любой поступок, если буду уверен, что он того стоит",1527343204
326,Все мы когда-нибудь в жизни совершаем две ошибки: хороним живые отношения и удерживаем мертвые.,1527328805
273,"Люди созданы для счастья. 
Вывод: я не человек.",1527318008
340,"Пора бросать эту вредную привычку. 
- Какую? 
- Надеяться.",1527310805
253,"Мы так стремились вырасти и вот выросли, теперь нам хочется назад, от этих вечных проблем, этих чувств, этой пустоты в душе, а все, уже поздно",1527300000
253,"Часто, и у друзей есть срок годности.",1527285600
240,Со временем наши взгляды на жизнь меняются.,1527274802
337,"Какая разница, что говорят у тебя за спиной, если никто не смеет сказать в лицо",1527267604
271,"Хватит придумывать человеку оправдания. Если он захочет быть с тобой, он тебя из-под земли достанет.",1527256806
414,Я не люблю объяснять - мои мысли непонятны даже мне.,1527242408
314,"Это так страшно - разочаровываться в людях, за которых готов был отдать все",1527231608
222,"Глупый ищет, как преодолеть одиночество, 
мудрый - находит, как насладиться им.",1527224407
305,"У меня договор с совестью: она меня не грызет, а я её не имею.",1527213600
259,"Трудно говорить людям, что у тебя все нормально, когда ты сам не знаешь, что с тобой происходит.",1527199202
280,"Люди задают вопросы и обижаются, услышав правду. 
Не готов к правде, не задавай вопросов.",1527188404
323,"Не бойтесь когда я ругаюсь, кричу и выражаю свои эмоции. Бойтесь - когда я молчу.",1527181206
359,"Никто и никогда не узнает то, что творится у меня в душе. 
Ни близкие, ни далекие. Никто.",1527156006
235,Ты только никого не подпускай к себе близко. А подпустишь - захочешь удержать. А удержать ничего нельзя.,1527145208
302,У меня ничего не осталось. Мне нечем дорожить и нечего терять. Я безумен. Это делает меня идеальным.,1527138006
233,"Тактика победителя — убедить врага в том, что он делает всё правильно.",1527127200
279,Меня раздражают фразы в духе: “Ты думаешь только о себе”. А о ком мне думать? О вас что-ли!?,1527112800
241,"Я никогда не напомню вам о том, что вы сделали со мной. Но я никогда и не забуду этого.",1527102003
293,"Наш мир настолько жесток, что мы боимся даже влюбиться, ожидая повсюду подставы и ложь.",1527094805
223,"Если ты начинаешь разочаровываться в людях – не пугайся, ты на правильном пути.",1527084003
257,Не относитесь к жизни слишком серьезно - живым вам всё равно из неё не выбраться!,1527069607
305,"— Зачем ты купил спички и керосин? 
— Я хочу дарить тепло людям.",1527058808
247,"А закалялся я так - молча стоишь, улыбаешься, а боль изнутри ломает рёбра.",1527051607
281,"Не рассказывай никому, что ты чувствуешь. Все равно никто не почувствует это так, как ты.",1527040802
204,"Люди не меняются, они лишь на время играют нужную роль ради своих интересов...",1527028346
221,"Не жалей о своих ошибках, ведь не сделав их, ты никогда не узнаешь, как делать правильно.",1527015603
259,Там где нет риска - нет удовольствия.,1527008403
248,Как мало вы знаете. Как много вы судите...,1526997603
272,"Не прощай предательство. Никому. Никогда. Обманули раз, а значит обманут и второй.",1526983204
286,"Плевать, что говорят или думают о тебе другие.",1526972404
253,"Делай то, что хочешь. Делай то, что считаешь правильным. Тебя все равно будут осуждать до конца жизни.",1526965204
266,"Жить в одиночестве куда лучше, чем жить среди невыполненных обещаний и поддельной любви.",1526954400
202,Моя жизнь. Moй выбоp. Мoи oшибки. Мoи уpoки. He вашe дeло.,1526940000
221,"Мое дело сказать правду, а не заставлять верить в нее...",1526929203
165,"Лучше наслаждаться манией величия, чем страдать от комплекса неполноценности.",1526922007
212,"Люди говорят, что ты изменился, когда ты просто перестал вести себя так, как им хочется.",1526911205
158,На минуту проснулась совесть....Но мы с ней быстро договорились.,1526896803
205,"Когда ты проиграл, просто улыбнись... 
Победитель теряет вкус победы...",1526886005
156,Ты родился оригиналом — не умри репликой!,1526878803
263,"Не давай второй шанс, пусть ценят с первого.",1526868000
197,"Не путайте мое отношением к вам, с моим характером. Мой характер зависит от меня, а моё отношение - от вашего поведения.",1526853600
189,Быть как все - значит быть никем.,1526842804
242,"Я не нравлюсь многим, лишь по одной причине, у меня есть собственное мнение",1526835607
216,Главное — верить в себя. Мнение окружающих меняется ежедневно.,1526824806
257,"Самый опасный человек - это тот, кто умеет контролировать свои эмоции.",1526810408
240,Нет выхода только из гроба.,1526799610
195,Поменьше прощайте людей. Мстить гораздо интереснее.,1526792407
261,И помни — никакой агрессии. Бей и улыбайся.,1526781602
205,"Сегодня люди намного дешевле, чем их одежда.",1526756403
219,"Главное в жизни — не терять людей, с которыми у вас в голове тараканы одного вида.",1526749204
219,"Если что-то болит — молчи, иначе ударят именно туда.",1526738404
153,"Нет недостижимых целей, есть слабые характеры.",1526724004
232,"Ошибки — это доказательство того, что ты пытался.",1526713208
237,"Если вы вдруг стали для кого-то плохим, значит много хорошего было сделано для этого человека.",1526706004
202,"Не будь у меня чувства юмора, я давно бы покончил с собой.",1526695200
229,Каждый из нас молчит о многом.,1526680800
357,"Когда будете уходить, закройте за собой, пожалуйста, рот.",1526670002
198,Чем сильнее ты что-то хочешь – тем меньше об этом говори.,1526662804
239,"Даже если ты один против всех, это не значит, что ты не прав.",1526652004
243,"Можешь ударить меня правдой, но никогда не жалей меня ложью.",1526637604
195,"Никогда не напоминайте людям о себе. Тем, кому вы действительно нужны, о вас никогда не забудут",1526626807
292,"Не стоит верить моей улыбке. Я легко всажу вам пулю в лоб, с улыбкой на лице.",1526619605
253,Если вы замахнётесь на меня и спросите: Страшно? Я дам вам по роже и спрошу: Больно?,1526608800
232,"Пора уже переходить на реальность, и видеть людей не такими, какими хочешь, а такими, какие они есть.",1526594400
